model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
NeuralNetTorch_r197_BAG_L1,0.71531236135173,competition_score,0.059029579162597656,7.415560960769653,0.059029579162597656,7.415560960769653,1,True,50
NeuralNetTorch_r86_BAG_L1,0.7139412586633648,competition_score,0.05551600456237793,7.302618741989136,0.05551600456237793,7.302618741989136,1,True,28
ExtraTrees_r126_BAG_L1,0.7138054817499122,competition_score,0.3415393829345703,0.7008786201477051,0.3415393829345703,0.7008786201477051,1,True,95
NeuralNetTorch_r87_BAG_L1,0.71354093888704,competition_score,0.052509307861328125,6.768701791763306,0.052509307861328125,6.768701791763306,1,True,68
NeuralNetTorch_r135_BAG_L1,0.7127901815658122,competition_score,0.06051135063171387,8.22929573059082,0.06051135063171387,8.22929573059082,1,True,93
NeuralNetTorch_r22_BAG_L1,0.7127352462387414,competition_score,0.0650167465209961,7.966472148895264,0.0650167465209961,7.966472148895264,1,True,16
NeuralNetTorch_r71_BAG_L1,0.7111332479928938,competition_score,0.04802370071411133,6.506734848022461,0.04802370071411133,6.506734848022461,1,True,69
LightGBM_r161_BAG_L1,0.7106288928563791,competition_score,0.05100417137145996,5.334685325622559,0.05100417137145996,5.334685325622559,1,True,36
NeuralNetFastAI_r187_BAG_L1,0.7094176666854635,competition_score,0.09852004051208496,7.799206256866455,0.09852004051208496,7.799206256866455,1,True,100
RandomForest_r127_BAG_L1,0.707704808299201,competition_score,0.26499056816101074,1.6513891220092773,0.26499056816101074,1.6513891220092773,1,True,54
NeuralNetTorch_r14_BAG_L1,0.7063573301568609,competition_score,0.05558443069458008,6.928622007369995,0.05558443069458008,6.928622007369995,1,True,35
XGBoost_r98_BAG_L1,0.7048599657769373,competition_score,0.7495486736297607,13.210789680480957,0.7495486736297607,13.210789680480957,1,True,45
NeuralNetTorch_r79_BAG_L1,0.7043920675919959,competition_score,0.05258488655090332,7.486707925796509,0.05258488655090332,7.486707925796509,1,True,11
NeuralNetTorch_r31_BAG_L1,0.704351290899399,competition_score,0.05038785934448242,6.838179349899292,0.05038785934448242,6.838179349899292,1,True,61
NeuralNetFastAI_r143_BAG_L1,0.7014798934124886,competition_score,0.1116487979888916,9.094598293304443,0.1116487979888916,9.094598293304443,1,True,37
XGBoost_r34_BAG_L1,0.7004392126824313,competition_score,0.03302335739135742,14.134803295135498,0.03302335739135742,14.134803295135498,1,True,103
NeuralNetTorch_r121_BAG_L1,0.6999275368978225,competition_score,0.06867241859436035,8.801499843597412,0.06867241859436035,8.801499843597412,1,True,88
NeuralNetTorch_r1_BAG_L1,0.6991618952569558,competition_score,0.06005382537841797,8.235671997070312,0.06005382537841797,8.235671997070312,1,True,105
ExtraTrees_r178_BAG_L1,0.6990459170186683,competition_score,0.2912173271179199,1.0674786567687988,0.2912173271179199,1.0674786567687988,1,True,71
NeuralNetTorch_r158_BAG_L1,0.6987862505271499,competition_score,0.05810213088989258,8.030247449874878,0.05810213088989258,8.030247449874878,1,True,47
NeuralNetFastAI_r160_BAG_L1,0.6970001822471841,competition_score,0.1250302791595459,9.244130611419678,0.1250302791595459,9.244130611419678,1,True,75
NeuralNetTorch_r41_BAG_L1,0.6964852350241881,competition_score,0.052574872970581055,6.935489654541016,0.052574872970581055,6.935489654541016,1,True,44
ExtraTrees_r172_BAG_L1,0.6948306437145375,competition_score,0.29932451248168945,1.4789245128631592,0.29932451248168945,1.4789245128631592,1,True,32
NeuralNetTorch_r30_BAG_L1,0.694530669838498,competition_score,0.05651688575744629,8.248962640762329,0.05651688575744629,8.248962640762329,1,True,26
NeuralNetTorch_r185_BAG_L1,0.6940204773975819,competition_score,0.054514408111572266,7.596900463104248,0.054514408111572266,7.596900463104248,1,True,74
NeuralNetTorch_r89_BAG_L1,0.6926323204566301,competition_score,0.06751465797424316,8.747511386871338,0.06751465797424316,8.747511386871338,1,True,106
NeuralNetFastAI_r127_BAG_L1,0.6914470396506323,competition_score,0.09304571151733398,7.201520919799805,0.09304571151733398,7.201520919799805,1,True,89
NeuralNetTorch_r19_BAG_L1,0.6860292977399847,competition_score,0.05700373649597168,7.701854467391968,0.05700373649597168,7.701854467391968,1,True,101
NeuralNetFastAI_r65_BAG_L1,0.6849293472844891,competition_score,0.11364340782165527,8.613481998443604,0.11364340782165527,8.613481998443604,1,True,63
LightGBM_r188_BAG_L1,0.684302090790152,competition_score,0.05500531196594238,2.916914701461792,0.05500531196594238,2.916914701461792,1,True,23
NeuralNetFastAI_r69_BAG_L1,0.6841183547259697,competition_score,0.1089789867401123,8.605853080749512,0.1089789867401123,8.605853080749512,1,True,80
XGBoost_r33_BAG_L1,0.6808082667320936,competition_score,0.03154349327087402,15.170838594436646,0.03154349327087402,15.170838594436646,1,True,17
RandomForest_r15_BAG_L1,0.6806826487293007,competition_score,0.2686789035797119,1.6361517906188965,0.2686789035797119,1.6361517906188965,1,True,77
LightGBM_r196_BAG_L1,0.6793298193682126,competition_score,0.0575864315032959,2.7542407512664795,0.0575864315032959,2.7542407512664795,1,True,40
NeuralNetTorch_r76_BAG_L1,0.6771302717611623,competition_score,0.05703258514404297,7.22368311882019,0.05703258514404297,7.22368311882019,1,True,86
NeuralNetFastAI_r194_BAG_L1,0.6770782837256217,competition_score,0.1035299301147461,8.465466499328613,0.1035299301147461,8.465466499328613,1,True,91
NeuralNetFastAI_r4_BAG_L1,0.6709388116876757,competition_score,0.09158539772033691,7.9385600090026855,0.09158539772033691,7.9385600090026855,1,True,94
NeuralNetFastAI_r191_BAG_L2,0.6645264341379636,competition_score,2.400538682937622,65.353830575943,0.1365647315979004,14.290663957595825,2,True,120
NeuralNetFastAI_r103_BAG_L1,0.6599411500140488,competition_score,0.10420870780944824,8.578688383102417,0.10420870780944824,8.578688383102417,1,True,34
NeuralNetFastAI_r102_BAG_L1,0.6519266932917027,competition_score,0.14072179794311523,12.178472995758057,0.14072179794311523,12.178472995758057,1,True,20
RandomForest_r39_BAG_L1,0.649631695660654,competition_score,0.3051631450653076,1.890338659286499,0.3051631450653076,1.890338659286499,1,True,41
NeuralNetFastAI_r138_BAG_L1,0.6493154519947757,competition_score,0.15305376052856445,12.560685634613037,0.15305376052856445,12.560685634613037,1,True,82
NeuralNetFastAI_r172_BAG_L1,0.6483317365059351,competition_score,0.10351681709289551,8.06946587562561,0.10351681709289551,8.06946587562561,1,True,84
NeuralNetFastAI_r95_BAG_L1,0.6458834366228954,competition_score,0.13572311401367188,10.157932758331299,0.13572311401367188,10.157932758331299,1,True,43
NeuralNetFastAI_BAG_L2,0.6417911693950858,competition_score,2.3756520748138428,59.184921979904175,0.1116781234741211,8.121755361557007,2,True,113
LightGBMLarge_BAG_L1,0.6406176450624654,competition_score,0.05652904510498047,3.3943235874176025,0.05652904510498047,3.3943235874176025,1,True,9
NeuralNetFastAI_BAG_L1,0.6372404713576132,competition_score,0.08803224563598633,7.544530153274536,0.08803224563598633,7.544530153274536,1,True,6
NeuralNetFastAI_r111_BAG_L1,0.6369131056087176,competition_score,0.16961884498596191,15.713017463684082,0.16961884498596191,15.713017463684082,1,True,60
NeuralNetFastAI_r88_BAG_L1,0.6336508383283489,competition_score,0.0970306396484375,10.66409420967102,0.0970306396484375,10.66409420967102,1,True,64
NeuralNetFastAI_r145_BAG_L1,0.6270601166383284,competition_score,0.12203145027160645,10.275167465209961,0.12203145027160645,10.275167465209961,1,True,24
NeuralNetFastAI_r11_BAG_L1,0.6182972035552156,competition_score,0.1855623722076416,14.888181447982788,0.1855623722076416,14.888181447982788,1,True,30
RandomForest_r195_BAG_L1,0.6091260469238597,competition_score,0.3221282958984375,2.7442047595977783,0.3221282958984375,2.7442047595977783,1,True,22
ExtraTrees_r42_BAG_L1,0.6087152237049379,competition_score,0.3111400604248047,2.086089849472046,0.3111400604248047,2.086089849472046,1,True,18
ExtraTreesMSE_BAG_L1,0.608640431280143,competition_score,0.31410646438598633,2.7626402378082275,0.31410646438598633,2.7626402378082275,1,True,5
ExtraTrees_r197_BAG_L1,0.608640431280143,competition_score,0.32558560371398926,2.789639711380005,0.32558560371398926,2.789639711380005,1,True,87
RandomForestMSE_BAG_L1,0.6081962953773514,competition_score,0.30010104179382324,3.4286468029022217,0.30010104179382324,3.4286468029022217,1,True,3
RandomForest_r16_BAG_L1,0.6081962953773514,competition_score,0.3353242874145508,3.359604835510254,0.3353242874145508,3.359604835510254,1,True,90
NeuralNetFastAI_r191_BAG_L1,0.6051198480136988,competition_score,0.14124083518981934,11.144244194030762,0.14124083518981934,11.144244194030762,1,True,13
ExtraTrees_r49_BAG_L1,0.5969931122158245,competition_score,0.2715439796447754,0.6822421550750732,0.2715439796447754,0.6822421550750732,1,True,52
RandomForest_r166_BAG_L1,0.5890126487741164,competition_score,0.2864680290222168,0.6479883193969727,0.2864680290222168,0.6479883193969727,1,True,72
NeuralNetFastAI_r100_BAG_L1,0.5516498827844465,competition_score,0.24007725715637207,30.091776371002197,0.24007725715637207,30.091776371002197,1,True,97
NeuralNetFastAI_r134_BAG_L1,0.5223523551607083,competition_score,0.24906539916992188,30.160895586013794,0.24906539916992188,30.160895586013794,1,True,55
NeuralNetFastAI_r156_BAG_L1,0.5144760987764398,competition_score,0.15726590156555176,17.05825638771057,0.15726590156555176,17.05825638771057,1,True,39
